S.No,OHU,Gender,Age,Religion,Caste,Scholarship,Time_to_reach_college(HRS),X_pct,X_Board,XII_pct,XII_Board,Diploma_pct,University,Private_Class,Number_of_Subjects,Overall_Attendance,Major_Illness,Score_of_Exam_CET,Score_of_Exam_AIEEE,Fathers_Ocuupation,Fathers_Education,F_Stream,F_Health_Issue,Mothers_Ocuupation,Mothers_Education,M_Stream,M_Health_Issue,Family_Income,No_of_Siblings,Extra_Curricular_Activity,Active_in_Sports,Drop,SEM1_CGPA,SEM1_KT,SEM2_CGPA,SEM2_KT,SEM3_CGPA,SEM3_KT,SEM4_CGPA,SEM4_KT,SEM5_CGPA,SEM5_KT,SEM6_CGPA,SEM6_KT
442,0,1,22,1,3,1,54,63,1,89,3,NA,NA,2,0,3,2,177,221,1,2,1,2,3,2,1,3,3,3,2,1,2,No_CGPA,4,No_CGPA,3,9.57,No_KT,9.59,No_KT,7.75,No_KT,5.51,No_KT
443,0,1,22,1,3,1,25,72,1,69,3,NA,NA,1,5,1,2,97,243,3,1,1,2,3,2,1,1,3,3,2,1,1,No_CGPA,5,8.37,No_KT,6.27,No_KT,7.79,No_KT,No_CGPA,5,9.63,No_KT
444,0,2,23,4,2,1,38,82,2,51,1,NA,NA,2,0,3,2,119,185,2,3,3,2,2,2,3,1,1,2,3,2,2,8.99,No_KT,7.15,No_KT,7.93,No_KT,5.12,No_KT,8.43,No_KT,8.79,No_KT
445,0,1,24,1,3,1,104,86,1,56,3,NA,NA,1,1,3,2,148,157,2,3,3,1,3,1,2,1,1,3,2,2,1,9.55,No_KT,No_CGPA,3,9.52,No_KT,6.53,No_KT,No_CGPA,2,No_CGPA,3
446,0,1,23,1,3,1,24,65,1,83,2,NA,NA,2,0,1,2,178,134,3,3,3,2,2,2,3,3,2,3,1,1,1,No_CGPA,1,No_CGPA,3,No_CGPA,4,7.60,No_KT,No_CGPA,1,7.87,No_KT
447,0,2,21,4,1,1,38,72,3,71,3,NA,NA,2,0,1,1,80,260,3,2,1,1,1,2,2,1,3,2,3,1,2,8.11,No_KT,9.65,No_KT,7.27,No_KT,8.52,No_KT,6.45,No_KT,8.62,No_KT
448,0,2,21,5,2,1,51,87,3,81,3,NA,NA,2,0,3,1,137,210,4,3,1,1,2,3,3,1,3,1,3,1,2,5.80,No_KT,7.92,No_KT,6.10,No_KT,7.57,No_KT,6.86,No_KT,6.91,No_KT
449,0,1,24,1,3,1,79,55,1,58,3,NA,NA,2,0,1,2,163,121,3,1,1,2,3,1,1,1,2,3,2,1,2,9.49,No_KT,6.88,No_KT,No_CGPA,4,No_CGPA,5,No_CGPA,2,5.48,No_KT
450,0,1,24,1,3,1,112,60,1,56,2,NA,NA,2,0,1,2,169,189,1,1,3,1,1,2,2,1,3,3,2,2,2,6.2,No_KT,7.84,No_KT,9.54,No_KT,5.88,No_KT,7.59,No_KT,5.51,No_KT
451,0,1,24,1,3,1,90,88,1,93,3,NA,NA,2,0,2,2,150,149,3,2,2,1,3,3,1,3,2,3,1,1,2,8.91,No_KT,9.36,No_KT,8.7,No_KT,5.88,No_KT,6.25,No_KT,9.29,No_KT
452,0,2,21,5,1,1,27,53,2,83,3,NA,NA,2,0,3,1,97,262,3,3,3,1,3,3,2,2,3,3,1,1,2,7.47,No_KT,9.21,No_KT,5.38,No_KT,6.57,No_KT,9.54,No_KT,8.30,No_KT
453,0,1,23,1,3,1,71,67,1,56,3,NA,NA,1,2,2,2,148,162,2,3,2,2,2,3,1,1,3,2,3,2,2,7.46,No_KT,9.57,No_KT,5.54,No_KT,8.53,No_KT,8.57,No_KT,9.68,No_KT
454,1,2,23,1,3,2,86,60,1,75,3,NA,NA,1,4,1,2,104,189,4,3,1,2,3,1,2,2,3,1,2,1,1,No_CGPA,5,7.6,No_KT,No_CGPA,5,No_CGPA,1,6.0,No_KT,8.42,No_KT
455,0,2,24,5,1,1,23,86,2,90,3,NA,NA,2,0,3,2,81,237,1,3,1,1,1,2,2,3,3,1,1,1,2,7.57,No_KT,8.7,No_KT,8.0,No_KT,9.40,No_KT,7.72,No_KT,6.35,No_KT
456,0,1,22,2,3,1,30,90,1,51,3,NA,NA,1,5,3,2,168,132,4,3,1,1,2,3,3,3,2,1,3,2,2,5.91,No_KT,7.59,No_KT,No_CGPA,3,7.54,No_KT,No_CGPA,4,6.77,No_KT
457,0,1,22,1,3,1,41,64,1,NA,NA,85,2,1,5,2,2,NA,NA,4,3,2,2,2,3,3,1,1,2,3,1,2,6.81,No_KT,5.85,No_KT,9.87,No_KT,7.77,No_KT,7.11,No_KT,5.20,No_KT
458,0,2,22,2,1,1,47,88,3,53,1,NA,NA,1,5,3,2,140,169,1,3,2,2,2,1,2,2,2,1,2,2,2,5.46,No_KT,6.24,No_KT,5.29,No_KT,5.69,No_KT,9.73,No_KT,6.16,No_KT
459,0,2,21,2,2,1,110,69,3,75,3,NA,NA,2,0,1,1,167,224,1,1,1,2,2,3,3,2,3,1,2,1,2,9.55,No_KT,8.74,No_KT,6.25,No_KT,8.69,No_KT,8.4,No_KT,6.15,No_KT
460,0,1,24,1,3,1,94,81,1,55,2,NA,NA,2,0,3,2,105,235,2,3,1,1,1,1,2,3,3,2,2,1,2,8.90,No_KT,No_CGPA,6,8.39,No_KT,6.89,No_KT,6.38,No_KT,No_CGPA,4
461,0,1,22,1,3,1,48,82,1,68,2,NA,NA,2,0,1,2,77,189,2,1,2,1,2,1,2,1,2,2,1,2,2,8.85,No_KT,9.4,No_KT,9.51,No_KT,9.6,No_KT,5.5,No_KT,9.32,No_KT
462,0,1,23,1,3,1,20,52,1,85,2,NA,NA,2,0,1,2,98,132,4,1,1,1,2,1,2,3,1,2,2,1,2,7.32,No_KT,9.99,No_KT,7.28,No_KT,7.75,No_KT,8.31,No_KT,5.59,No_KT
463,1,1,23,3,1,2,36,58,2,71,3,NA,NA,1,3,2,2,116,159,1,1,2,1,1,1,2,3,1,1,3,2,2,6.46,No_KT,6.23,No_KT,6.57,No_KT,7.82,No_KT,8.74,No_KT,9.69,No_KT
464,0,2,21,2,1,1,53,72,2,62,1,NA,NA,1,2,1,2,103,259,3,1,1,2,2,1,1,1,3,3,2,1,1,5.76,No_KT,No_CGPA,3,6.85,No_KT,No_CGPA,3,8.54,No_KT,8.64,No_KT
465,0,1,21,1,3,1,101,56,1,75,3,NA,NA,2,0,2,2,98,239,2,2,2,2,2,3,3,2,3,3,2,1,2,9.2,No_KT,7.37,No_KT,9.50,No_KT,5.24,No_KT,7.35,No_KT,6.47,No_KT
466,0,2,24,2,1,1,27,88,3,51,3,NA,NA,2,0,3,1,155,215,2,3,3,1,1,2,3,3,1,3,3,1,2,6.60,No_KT,7.72,No_KT,9.42,No_KT,5.72,No_KT,6.63,No_KT,9.93,No_KT
467,0,1,21,1,3,1,67,77,1,67,1,NA,NA,2,0,1,2,175,254,4,1,2,2,2,2,1,1,2,3,2,2,2,5.85,No_KT,7.64,No_KT,9.26,No_KT,8.41,No_KT,9.80,No_KT,7.51,No_KT
468,0,2,23,2,2,1,69,66,2,52,3,NA,NA,1,5,1,1,101,167,1,2,2,1,3,2,3,3,2,1,1,1,2,7.49,No_KT,No_CGPA,6,No_CGPA,6,5.78,No_KT,No_CGPA,1,7.58,No_KT
469,0,2,24,3,2,1,118,91,3,76,3,NA,NA,2,0,1,2,89,181,4,2,3,1,1,3,2,3,3,3,2,1,2,6.91,No_KT,6.84,No_KT,9.91,No_KT,9.21,No_KT,6.83,No_KT,9.30,No_KT
470,1,2,22,1,3,2,94,61,3,62,1,NA,NA,1,4,1,2,151,179,3,3,1,1,2,2,3,3,3,2,3,2,2,6.24,No_KT,5.53,No_KT,8.81,No_KT,7.50,No_KT,7.85,No_KT,8.30,No_KT
471,0,1,23,3,3,1,94,77,1,92,1,NA,NA,2,0,1,2,173,177,4,2,3,2,2,2,2,1,1,3,2,1,2,6.9,No_KT,7.47,No_KT,8.87,No_KT,5.84,No_KT,8.30,No_KT,5.33,No_KT
472,0,2,21,2,1,1,35,92,3,NA,NA,74,1,1,4,1,1,NA,NA,3,3,2,1,3,2,2,1,3,2,2,2,2,9.76,No_KT,9.77,No_KT,5.55,No_KT,8.63,No_KT,7.5,No_KT,7.95,No_KT
473,0,2,22,4,2,1,76,91,2,62,2,NA,NA,2,0,3,1,77,188,4,1,1,1,2,3,2,2,2,2,2,1,1,7.71,No_KT,7.49,No_KT,9.40,No_KT,No_CGPA,6,No_CGPA,6,8.5,No_KT
474,0,2,23,2,2,1,95,80,3,68,2,NA,NA,1,3,2,2,113,188,1,1,1,2,1,2,3,2,1,2,2,1,2,7.88,No_KT,6.79,No_KT,7.84,No_KT,7.57,No_KT,5.95,No_KT,6.0,No_KT
475,0,2,24,4,2,1,66,86,2,91,2,NA,NA,1,3,2,1,108,254,2,1,1,1,1,1,1,1,1,1,3,1,1,8.15,No_KT,No_CGPA,3,No_CGPA,2,No_CGPA,3,No_CGPA,6,No_CGPA,2
476,0,2,23,4,1,1,55,95,3,84,1,NA,NA,2,0,3,1,148,215,1,3,1,2,1,1,3,3,3,3,2,2,2,5.18,No_KT,9.77,No_KT,5.13,No_KT,7.36,No_KT,7.56,No_KT,8.28,No_KT
477,0,2,22,3,1,1,41,59,2,51,1,NA,NA,1,5,2,1,148,266,2,1,3,1,3,3,3,2,3,1,3,1,2,9.45,No_KT,6.99,No_KT,9.45,No_KT,7.90,No_KT,6.78,No_KT,6.4,No_KT
478,0,2,23,4,2,1,67,78,3,95,2,NA,NA,2,0,3,2,101,229,4,1,1,2,1,1,1,2,3,3,2,1,2,8.37,No_KT,6.49,No_KT,5.78,No_KT,9.3,No_KT,9.0,No_KT,7.24,No_KT
479,0,2,23,5,2,1,103,60,3,69,2,NA,NA,1,5,1,1,128,125,4,2,2,1,2,1,2,3,3,2,1,1,2,8.67,No_KT,9.61,No_KT,6.41,No_KT,6.40,No_KT,5.89,No_KT,6.34,No_KT
480,0,1,22,1,3,1,68,89,1,80,1,NA,NA,1,1,2,2,137,216,4,3,2,2,2,3,3,1,1,2,3,1,2,6.77,No_KT,9.98,No_KT,9.15,No_KT,6.21,No_KT,5.45,No_KT,5.82,No_KT
481,0,2,23,4,1,1,94,50,3,59,3,NA,NA,1,5,2,1,173,234,2,1,1,1,2,2,2,2,2,3,2,2,2,5.70,No_KT,8.79,No_KT,8.21,No_KT,5.47,No_KT,8.65,No_KT,8.69,No_KT
482,0,1,24,1,3,1,115,85,1,51,2,NA,NA,2,0,1,2,166,208,1,3,2,2,1,3,3,1,1,3,2,2,2,7.10,No_KT,9.9,No_KT,9.68,No_KT,9.23,No_KT,5.51,No_KT,8.20,No_KT
483,0,1,24,1,3,1,31,60,1,79,2,NA,NA,2,0,2,2,131,233,2,3,3,2,3,3,2,2,2,3,2,1,2,9.7,No_KT,5.75,No_KT,6.55,No_KT,5.21,No_KT,7.37,No_KT,7.78,No_KT
484,0,1,23,1,3,1,21,95,1,63,2,NA,NA,1,3,1,2,104,166,3,1,2,2,2,1,2,3,1,2,3,1,2,9.78,No_KT,5.9,No_KT,5.44,No_KT,7.76,No_KT,7.86,No_KT,7.53,No_KT
485,1,1,21,3,1,2,36,58,2,67,3,NA,NA,2,0,2,2,79,188,1,1,2,1,3,1,2,3,1,1,3,2,2,8.70,No_KT,6.99,No_KT,7.84,No_KT,6.54,No_KT,6.52,No_KT,6.87,No_KT
486,0,1,22,1,3,1,109,83,1,75,3,NA,NA,2,0,3,2,124,122,3,3,1,2,1,3,3,1,3,2,3,2,1,No_CGPA,3,6.32,No_KT,8.26,No_KT,9.24,No_KT,No_CGPA,1,9.42,No_KT
487,0,2,23,5,2,1,66,69,2,63,3,NA,NA,2,0,1,2,133,260,1,2,2,1,2,2,1,2,2,1,2,2,2,9.68,No_KT,7.29,No_KT,6.94,No_KT,9.68,No_KT,5.27,No_KT,5.75,No_KT
488,1,1,22,3,1,2,86,64,1,71,3,NA,NA,2,0,1,2,179,174,3,3,2,2,3,2,2,2,3,3,3,1,1,8.97,No_KT,No_CGPA,6,6.12,No_KT,No_CGPA,6,7.61,No_KT,No_CGPA,3
489,0,2,21,2,2,1,29,64,2,85,2,NA,NA,2,0,2,2,141,256,3,2,2,2,3,1,2,1,2,1,2,2,1,No_CGPA,6,8.31,No_KT,8.73,No_KT,No_CGPA,4,No_CGPA,4,No_CGPA,5
490,0,2,22,5,2,1,40,89,3,81,2,NA,NA,1,3,3,1,168,125,1,3,1,2,2,3,2,2,3,2,3,2,2,5.4,No_KT,6.93,No_KT,7.59,No_KT,9.2,No_KT,6.71,No_KT,7.2,No_KT
491,0,2,22,2,2,1,21,95,3,88,1,NA,NA,1,1,2,2,124,231,4,1,2,2,1,3,1,3,2,1,1,1,2,6.74,No_KT,9.91,No_KT,7.38,No_KT,5.60,No_KT,9.68,No_KT,8.53,No_KT
492,0,1,24,1,3,1,53,93,1,86,3,NA,NA,1,3,3,2,153,258,1,1,2,1,1,1,1,1,1,2,1,1,2,8.15,No_KT,7.15,No_KT,7.61,No_KT,9.29,No_KT,5.95,No_KT,8.18,No_KT
493,1,1,21,3,3,2,56,81,1,89,3,NA,NA,1,1,1,2,94,231,3,3,2,2,3,2,2,3,1,3,3,1,2,9.88,No_KT,9.61,No_KT,6.92,No_KT,7.37,No_KT,5.5,No_KT,9.9,No_KT
494,0,1,24,1,3,1,69,57,1,93,3,NA,NA,1,4,2,2,93,151,2,2,1,2,1,1,2,2,3,3,3,2,2,No_CGPA,2,No_CGPA,4,No_CGPA,4,No_CGPA,4,8.54,No_KT,5.36,No_KT
495,1,2,22,1,1,2,59,56,2,92,2,NA,NA,2,0,2,2,176,256,1,2,1,2,3,1,1,2,1,1,2,1,1,No_CGPA,1,9.1,No_KT,No_CGPA,6,5.68,No_KT,6.15,No_KT,5.47,No_KT
496,0,1,24,1,3,1,79,60,1,83,3,NA,NA,1,2,1,2,83,242,1,1,3,1,1,2,2,1,3,3,2,2,2,9.7,No_KT,No_CGPA,1,No_CGPA,3,8.5,No_KT,No_CGPA,5,No_CGPA,2
497,0,1,22,1,3,1,37,75,1,61,3,NA,NA,1,4,3,2,149,251,3,3,1,2,1,3,3,1,3,2,3,2,2,9.61,No_KT,9.77,No_KT,9.91,No_KT,6.85,No_KT,5.11,No_KT,5.65,No_KT
498,0,2,23,2,2,1,71,66,2,67,1,NA,NA,2,0,1,1,95,216,1,2,2,1,3,2,3,3,2,1,1,1,2,6.9,No_KT,8.25,No_KT,8.81,No_KT,9.1,No_KT,8.13,No_KT,7.90,No_KT
499,0,2,23,4,2,1,61,66,3,85,3,NA,NA,2,0,3,1,178,189,3,3,3,1,2,3,1,1,1,3,3,2,2,5.93,No_KT,5.77,No_KT,7.16,No_KT,8.16,No_KT,8.8,No_KT,8.59,No_KT
500,0,2,21,2,2,1,63,78,2,56,1,NA,NA,2,0,3,1,93,209,3,2,1,2,1,2,3,3,1,1,2,1,2,7.23,No_KT,7.87,No_KT,5.74,No_KT,5.44,No_KT,6.43,No_KT,6.16,No_KT
501,0,2,21,2,2,1,115,50,2,84,3,NA,NA,2,0,3,2,171,228,1,3,3,2,1,3,3,3,1,2,3,1,2,7.28,No_KT,8.28,No_KT,9.47,No_KT,8.59,No_KT,7.78,No_KT,5.5,No_KT
502,0,2,22,3,2,1,110,57,3,52,2,NA,NA,1,3,2,2,118,230,4,1,3,1,2,2,1,2,1,3,1,2,2,7.33,No_KT,7.70,No_KT,9.60,No_KT,5.58,No_KT,7.34,No_KT,6.37,No_KT
503,0,1,21,1,3,1,54,65,1,89,3,NA,NA,1,5,2,2,105,207,4,3,2,1,1,1,3,3,2,2,2,2,2,8.29,No_KT,8.19,No_KT,5.35,No_KT,5.19,No_KT,8.43,No_KT,7.80,No_KT
504,0,1,21,1,3,1,56,77,1,77,1,NA,NA,2,0,1,2,145,270,4,1,2,2,2,2,1,1,2,3,2,2,2,9.84,No_KT,5.46,No_KT,8.86,No_KT,6.56,No_KT,6.87,No_KT,8.75,No_KT
505,1,2,22,1,3,2,34,61,1,88,2,NA,NA,1,5,2,2,127,146,4,2,1,2,2,1,2,2,3,1,1,1,2,7.85,No_KT,5.26,No_KT,7.17,No_KT,9.70,No_KT,5.34,No_KT,8.13,No_KT
506,0,1,24,1,3,1,24,92,1,66,2,NA,NA,1,4,1,2,93,262,3,2,2,1,3,2,3,2,3,1,3,2,1,7.44,No_KT,5.64,No_KT,6.71,No_KT,8.78,No_KT,No_CGPA,2,No_CGPA,1
507,0,2,24,4,2,1,98,89,3,85,2,NA,NA,1,3,2,1,174,145,1,2,2,2,3,1,1,3,2,1,3,1,2,5.24,No_KT,9.41,No_KT,7.43,No_KT,8.61,No_KT,9.63,No_KT,9.1,No_KT
508,1,1,23,3,1,2,80,58,2,92,2,NA,NA,1,4,2,2,166,252,4,1,2,1,1,1,2,3,1,1,3,2,1,5.12,No_KT,9.31,No_KT,No_CGPA,1,No_CGPA,2,No_CGPA,3,No_CGPA,5
509,1,2,23,4,1,2,90,64,3,84,3,NA,NA,2,0,1,2,152,182,3,3,2,2,2,1,2,3,1,3,2,1,2,No_CGPA,5,No_CGPA,4,5.75,No_KT,7.47,No_KT,5.99,No_KT,No_CGPA,3
510,0,2,22,2,2,1,84,64,3,89,3,NA,NA,2,0,1,2,81,212,1,1,3,2,2,2,2,2,1,3,2,2,2,6.58,No_KT,5.37,No_KT,5.18,No_KT,9.82,No_KT,6.74,No_KT,5.70,No_KT
511,0,1,21,1,3,1,43,85,1,71,2,NA,NA,2,0,1,2,128,260,4,3,1,1,3,3,1,2,2,3,3,2,1,No_CGPA,1,7.56,No_KT,No_CGPA,3,No_CGPA,2,9.92,No_KT,9.42,No_KT
512,0,2,22,5,2,1,48,83,2,54,3,NA,NA,2,0,3,2,76,188,1,2,3,2,3,2,2,3,2,2,2,1,2,5.80,No_KT,6.62,No_KT,5.19,No_KT,5.55,No_KT,9.38,No_KT,5.77,No_KT
513,0,2,23,3,2,1,117,55,2,65,1,NA,NA,2,0,3,2,90,270,3,2,2,2,1,1,2,2,2,3,3,1,1,5.55,No_KT,5.89,No_KT,8.0,No_KT,No_CGPA,1,6.63,No_KT,No_CGPA,4
514,0,2,23,4,2,1,38,82,2,92,2,NA,NA,2,0,3,2,130,206,2,3,3,2,2,2,3,1,1,2,3,2,2,7.89,No_KT,6.45,No_KT,5.38,No_KT,7.28,No_KT,5.25,No_KT,5.53,No_KT
515,0,2,22,4,1,1,33,95,2,67,2,NA,NA,2,0,3,1,133,168,4,2,2,1,3,2,3,1,1,2,2,2,2,6.21,No_KT,8.72,No_KT,9.62,No_KT,5.76,No_KT,7.69,No_KT,7.23,No_KT
516,0,2,23,4,1,1,98,53,2,64,3,NA,NA,1,1,2,2,155,226,1,1,1,1,1,2,1,3,1,3,3,1,2,9.12,No_KT,8.76,No_KT,9.76,No_KT,6.23,No_KT,6.78,No_KT,7.82,No_KT
517,0,2,23,3,2,1,72,61,2,54,3,NA,NA,1,1,2,1,133,197,3,1,1,2,3,3,2,3,3,2,1,1,1,9.57,No_KT,6.15,No_KT,No_CGPA,4,6.8,No_KT,No_CGPA,4,8.73,No_KT
518,0,1,23,1,3,1,92,83,1,86,3,NA,NA,2,0,3,2,113,216,3,1,1,2,1,3,3,2,2,1,3,2,1,No_CGPA,2,No_CGPA,2,No_CGPA,1,7.91,No_KT,6.50,No_KT,6.57,No_KT
519,0,1,21,1,3,1,40,50,1,89,3,NA,NA,2,0,1,2,129,136,2,2,2,1,1,2,2,3,1,1,2,1,2,7.40,No_KT,9.70,No_KT,7.74,No_KT,8.3,No_KT,8.76,No_KT,6.54,No_KT
520,0,1,22,4,3,1,58,92,1,NA,NA,78,1,2,0,1,2,NA,NA,3,1,2,1,1,2,1,3,2,2,3,2,2,7.34,No_KT,7.13,No_KT,5.42,No_KT,5.4,No_KT,6.80,No_KT,7.91,No_KT
521,0,1,22,3,3,1,95,77,1,50,3,NA,NA,1,2,1,2,145,246,3,2,2,1,3,2,3,2,3,1,3,2,2,7.55,No_KT,7.59,No_KT,6.47,No_KT,9.24,No_KT,8.8,No_KT,9.81,No_KT
522,1,1,22,3,1,2,80,62,2,87,3,NA,NA,2,0,2,2,124,266,1,1,2,1,1,1,2,3,1,1,1,1,2,8.79,No_KT,8.55,No_KT,6.39,No_KT,8.66,No_KT,7.5,No_KT,8.47,No_KT
523,0,2,23,2,1,1,80,76,3,69,3,NA,NA,2,0,1,2,82,228,2,1,1,1,3,2,1,2,2,3,1,1,2,5.82,No_KT,No_CGPA,1,9.52,No_KT,No_CGPA,3,7.75,No_KT,No_CGPA,6
524,0,2,21,4,3,1,73,56,2,94,3,NA,NA,2,0,1,1,78,142,3,3,2,2,2,3,2,1,1,3,1,1,2,8.82,No_KT,5.53,No_KT,9.61,No_KT,7.80,No_KT,5.10,No_KT,9.23,No_KT
525,0,1,23,1,3,1,106,88,1,60,2,NA,NA,1,2,1,2,77,214,4,1,1,1,2,1,2,3,1,2,2,1,2,6.38,No_KT,8.26,No_KT,6.47,No_KT,8.46,No_KT,5.26,No_KT,7.48,No_KT
526,0,2,24,4,1,1,92,53,2,NA,NA,85,1,2,0,2,2,NA,NA,2,1,3,2,2,3,1,2,2,1,3,2,2,6.59,No_KT,8.17,No_KT,5.1,No_KT,8.76,No_KT,9.86,No_KT,5.62,No_KT
527,0,1,24,1,3,1,85,76,1,53,3,NA,NA,2,0,3,2,145,204,4,3,2,1,2,2,2,3,2,2,1,1,2,9.58,No_KT,7.5,No_KT,6.98,No_KT,8.31,No_KT,8.47,No_KT,7.89,No_KT
528,0,2,24,3,2,1,61,78,2,92,3,NA,NA,2,0,3,1,137,155,4,3,3,1,2,2,1,2,1,1,2,1,2,No_CGPA,6,No_CGPA,2,No_CGPA,6,5.45,No_KT,7.53,No_KT,No_CGPA,3
529,1,2,22,1,3,2,99,54,2,95,3,NA,NA,2,0,2,2,168,257,4,1,1,1,1,3,1,2,3,3,1,1,2,9.0,No_KT,5.3,No_KT,8.2,No_KT,7.88,No_KT,7.97,No_KT,5.25,No_KT
530,0,1,22,1,3,1,69,74,1,83,3,NA,NA,2,0,2,2,76,195,1,1,3,2,1,3,1,1,3,3,2,2,2,7.76,No_KT,5.9,No_KT,6.38,No_KT,9.4,No_KT,8.81,No_KT,9.47,No_KT
531,0,2,22,4,2,1,93,54,2,68,3,NA,NA,1,4,3,1,147,261,3,2,2,1,1,1,1,3,1,1,1,2,2,6.26,No_KT,5.79,No_KT,7.1,No_KT,6.78,No_KT,9.56,No_KT,6.37,No_KT
532,0,2,22,5,2,1,84,78,3,82,2,NA,NA,1,3,1,1,114,144,1,3,1,1,2,2,1,1,1,1,2,1,2,5.73,No_KT,9.39,No_KT,6.61,No_KT,9.65,No_KT,7.36,No_KT,8.33,No_KT
533,0,2,23,4,2,1,27,56,3,53,1,NA,NA,2,0,3,2,123,215,4,1,1,2,1,1,1,2,3,3,2,1,2,6.52,No_KT,9.18,No_KT,8.89,No_KT,5.59,No_KT,8.29,No_KT,8.46,No_KT
534,0,2,22,3,2,1,37,77,3,66,1,NA,NA,2,0,1,2,95,135,3,3,1,1,1,3,3,1,3,3,1,1,2,6.15,No_KT,7.8,No_KT,9.88,No_KT,9.37,No_KT,9.82,No_KT,7.86,No_KT
535,0,2,23,3,2,1,91,56,2,70,3,NA,NA,2,0,1,1,172,228,2,1,1,2,1,1,1,1,1,3,1,1,2,6.39,No_KT,7.45,No_KT,9.31,No_KT,5.83,No_KT,5.91,No_KT,6.57,No_KT
536,0,2,22,2,2,1,74,56,3,52,3,NA,NA,2,0,3,1,78,235,4,1,3,2,3,1,2,1,2,1,2,1,2,6.79,No_KT,8.72,No_KT,8.24,No_KT,5.23,No_KT,8.73,No_KT,7.76,No_KT
537,0,1,22,1,3,1,30,86,1,80,2,NA,NA,2,0,2,2,165,194,2,2,1,2,1,1,3,1,1,2,3,1,2,6.47,No_KT,9.17,No_KT,6.96,No_KT,9.73,No_KT,9.41,No_KT,9.98,No_KT
538,0,1,24,1,3,1,67,69,1,59,2,NA,NA,1,3,1,2,175,210,2,1,3,2,2,3,3,1,2,1,1,1,2,No_CGPA,1,No_CGPA,3,8.77,No_KT,9.87,No_KT,No_CGPA,3,9.22,No_KT
539,0,1,22,1,3,1,30,86,1,57,2,NA,NA,1,3,2,2,107,209,2,2,1,2,1,1,3,1,1,2,3,1,2,6.21,No_KT,No_CGPA,4,No_CGPA,5,No_CGPA,3,6.67,No_KT,No_CGPA,4
540,0,2,21,4,2,1,84,60,3,87,2,NA,NA,1,2,2,1,170,169,2,3,3,2,3,3,3,1,3,2,2,1,2,8.2,No_KT,8.86,No_KT,7.0,No_KT,7.30,No_KT,9.10,No_KT,8.51,No_KT
541,0,2,23,5,2,1,33,71,3,74,3,NA,NA,2,0,3,1,76,258,2,3,1,2,3,1,2,2,3,2,3,2,2,8.4,No_KT,8.85,No_KT,6.81,No_KT,7.73,No_KT,6.66,No_KT,6.11,No_KT
542,0,1,21,1,3,1,98,79,1,63,2,NA,NA,1,4,2,2,134,138,1,1,2,1,1,2,3,2,2,3,2,2,2,6.18,No_KT,9.37,No_KT,5.71,No_KT,5.71,No_KT,8.13,No_KT,8.44,No_KT
543,0,1,22,1,3,1,64,68,1,58,1,NA,NA,1,4,3,2,127,278,3,2,2,1,3,3,2,2,2,3,3,1,2,6.68,No_KT,7.90,No_KT,6.97,No_KT,8.10,No_KT,5.93,No_KT,5.23,No_KT
544,0,1,21,1,3,1,36,73,1,54,2,NA,NA,2,0,3,2,137,179,2,2,3,1,3,1,3,2,1,1,2,1,2,6.76,No_KT,9.8,No_KT,5.61,No_KT,5.69,No_KT,8.90,No_KT,6.63,No_KT
545,0,2,22,5,2,1,116,72,2,92,2,NA,NA,1,4,3,2,161,147,3,1,2,2,3,2,1,3,2,1,2,2,2,5.70,No_KT,5.46,No_KT,9.0,No_KT,7.65,No_KT,6.90,No_KT,7.81,No_KT
546,0,1,23,1,3,1,50,55,1,64,3,NA,NA,2,0,1,2,147,267,3,3,1,2,3,3,2,1,3,3,1,1,2,No_CGPA,2,No_CGPA,5,No_CGPA,3,No_CGPA,4,No_CGPA,1,5.64,No_KT
547,0,2,24,5,2,1,33,87,2,74,2,NA,NA,1,5,1,2,173,272,2,1,3,1,1,2,1,1,2,3,3,1,2,6.16,No_KT,9.72,No_KT,6.64,No_KT,8.66,No_KT,7.49,No_KT,8.51,No_KT
548,0,2,21,5,1,1,37,71,3,63,2,NA,NA,1,2,3,2,118,131,4,2,3,1,2,3,2,3,1,3,1,1,2,6.61,No_KT,No_CGPA,6,6.48,No_KT,5.31,No_KT,No_CGPA,4,8.75,No_KT
549,1,1,22,1,1,2,58,82,1,51,2,NA,NA,2,0,2,2,135,224,4,3,2,2,1,1,2,3,1,1,1,2,1,No_CGPA,2,8.16,No_KT,8.36,No_KT,No_CGPA,2,No_CGPA,4,8.36,No_KT
550,0,1,24,1,3,1,69,86,1,87,2,NA,NA,2,0,2,2,96,263,2,2,1,2,1,1,2,2,3,3,3,2,2,6.63,No_KT,9.36,No_KT,6.0,No_KT,6.51,No_KT,7.73,No_KT,6.64,No_KT
551,0,1,21,1,3,1,53,66,1,55,3,NA,NA,2,0,1,2,95,254,1,2,2,1,2,1,1,1,2,1,3,1,2,7.58,No_KT,9.65,No_KT,5.41,No_KT,9.41,No_KT,7.64,No_KT,9.35,No_KT
552,0,2,22,3,2,1,91,57,2,87,3,NA,NA,2,0,2,2,146,232,1,2,3,1,1,1,3,2,2,1,1,1,2,5.12,No_KT,5.6,No_KT,5.97,No_KT,8.78,No_KT,7.25,No_KT,6.87,No_KT
